Package,LibPath,Version,Priority,Built
utf8,/Users/jenny/resources/R/library,1.1.3,NA,3.4.2
uuid,/Users/jenny/resources/R/library,0.1-2,NA,3.4.0
V8,/Users/jenny/resources/R/library,1.5,NA,3.4.0
vars,/Users/jenny/resources/R/library,1.5-2,NA,3.4.0
vcd,/Users/jenny/resources/R/library,1.4-4,NA,3.4.3
vcdExtra,/Users/jenny/resources/R/library,0.7-1,NA,3.4.2
vegan,/Users/jenny/resources/R/library,2.4-6,NA,3.4.3
VennDiagram,/Users/jenny/resources/R/library,1.6.18,NA,3.4.3
venneuler,/Users/jenny/resources/R/library,1.1-0,NA,3.4.0
VGAM,/Users/jenny/resources/R/library,1.0-4,NA,3.4.1
VIM,/Users/jenny/resources/R/library,4.7.0,NA,3.4.0
vioplot,/Users/jenny/resources/R/library,0.2,NA,3.4.0
vipor,/Users/jenny/resources/R/library,0.4.5,NA,3.4.0
viridis,/Users/jenny/resources/R/library,0.4.1,NA,3.4.3
viridisLite,/Users/jenny/resources/R/library,0.2.0,NA,3.4.0
visdat,/Users/jenny/resources/R/library,0.1.0,NA,3.4.1
visNetwork,/Users/jenny/resources/R/library,2.0.3,NA,3.4.3
vrmlgen,/Users/jenny/resources/R/library,1.4.9,NA,3.4.0
waveslim,/Users/jenny/resources/R/library,1.7.5,NA,3.4.0
wbstats,/Users/jenny/resources/R/library,0.2,NA,3.4.3
webshot,/Users/jenny/resources/R/library,0.5.0,NA,3.4.3
wesanderson,/Users/jenny/resources/R/library,0.3.2,NA,3.4.0
whisker,/Users/jenny/resources/R/library,0.4,NA,3.4.1
whoami,/Users/jenny/resources/R/library,1.1.2,NA,3.4.2
withr,/Users/jenny/resources/R/library,2.1.1,NA,3.4.3
wordcloud,/Users/jenny/resources/R/library,2.5,NA,3.4.0
wordcloud2,/Users/jenny/resources/R/library,0.2.1,NA,3.4.3
wordcountaddin,/Users/jenny/resources/R/library,0.2.0,NA,3.4.1
WriteXLS,/Users/jenny/resources/R/library,4.0.0,NA,3.4.0
xergm,/Users/jenny/resources/R/library,1.8.2,NA,3.4.0
xergm.common,/Users/jenny/resources/R/library,1.7.7,NA,3.4.0
xfun,/Users/jenny/resources/R/library,0.1,NA,3.4.3
xkcd,/Users/jenny/resources/R/library,0.0.5,NA,3.4.0
XLConnect,/Users/jenny/resources/R/library,0.2-14,NA,3.4.3
XLConnectJars,/Users/jenny/resources/R/library,0.2-14,NA,3.4.3
xlsx,/Users/jenny/resources/R/library,0.5.7,NA,3.4.0
xlsxjars,/Users/jenny/resources/R/library,0.6.1,NA,3.4.0
XML,/Users/jenny/resources/R/library,3.98-1.9,NA,3.4.1
xml2,/Users/jenny/resources/R/library,1.2.0,NA,3.4.3
xmlparsedata,/Users/jenny/resources/R/library,1.0.1,NA,3.4.2
xtable,/Users/jenny/resources/R/library,1.8-2,NA,3.4.0
xts,/Users/jenny/resources/R/library,0.10-1,NA,3.4.3
yaml,/Users/jenny/resources/R/library,2.1.16,NA,3.4.3
zipcode,/Users/jenny/resources/R/library,1.0,NA,3.4.0
zoo,/Users/jenny/resources/R/library,1.8-1,NA,3.4.3
base,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
boot,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3-20,recommended,3.4.3
class,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,7.3-14,recommended,3.4.3
cluster,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.6,recommended,3.4.3
codetools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2-15,recommended,3.4.3
compiler,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
datasets,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
foreign,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8-69,recommended,3.4.3
graphics,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
grDevices,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
grid,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
KernSmooth,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.23-15,recommended,3.4.3
lattice,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.20-35,recommended,3.4.3
MASS,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,7.3-48,recommended,3.4.3
Matrix,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-12,recommended,3.4.3
methods,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
mgcv,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8-23,recommended,3.4.3
nlme,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.1-131,recommended,3.4.3
nnet,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,7.3-12,recommended,3.4.3
parallel,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
rpart,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,4.1-12,recommended,3.4.3
spatial,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,7.3-11,recommended,3.4.3
splines,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
stats,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
stats4,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
survival,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.41-3,recommended,3.4.3
tcltk,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
tools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
utils,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.3,base,3.4.3
